ENTE ASSEGNATARIO;SEZIONE;CASA COSTRUTTRICE;MODELLO;TG POL.;TG CIVILE;TG ORIGINALE;COLORE;Tetra;Telepass;Telepass Seriale;Tipologia di Mezzo; Fuel Card ;ISSI;PROPRIETA;CODICE IMPIEGO;Alimentazione;CODICE PAN Fuel Card IP;CODICE PAN Fuel Card Q8;Conto;Ente;TELAIO
D.I.G.O.S.;1^ e 2^ Sezione;Subaru;XV 2.0 Comfort;C0443;FB*322*SP;;Grigio Chiaro Met.;•;(t);642117568;(Auto Civili);SI;3010178;MINISTERO INT.;06 - SERVIZI INFO-INVESTIGATIVO;Benzina;7000989103222000010;7028021598800001010;110;181110;JF1GP7LA3FG232482
